,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id
784,bobina,es,adjective,/boβina/,oyɶ,coil,117:211:277:957:1037:1112:1113,586:605:673:688:769:848:857:870:994:1011:1083:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:1027:1141,线圈,gulungan
785,armod,sv,noun,/²'arːmuːd/,ɶub,poverty,201:376:382:414:717:1045:1170,614:661:797:810:862:1039:1279,42:103:153:158:175:190:245:325:713:872:943,贫困,kemiskinan
786,bogata,ro,adjective,/boɡata/,oɶɶ,rich,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:655:670:691:692:695:719:752:776:838:883:926:958:1001:1128:1145,176:228:254:265:643:799:1031:1079:1270,富有的,kaya
787,bardagann,is,noun,/partaɣan/,ɶɶɶm,battle,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:818:846:972:973:1003:1004:1029:1262,9:400:460:821:1065,战斗,pertarungan
788,أخصائي,ar,noun,/ʔaxisˤˤaːʔijj/,ɶyɶy,specialist,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:721:780:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:813:1012:1104:1105,专家,spesialis
789,Anna,de,noun,/ˈʔana/,ɶɶ,Anna,133:306:341:342:358:445:448:478:482:486:489:501:503:505:514:715,546:566:584:607:618:627:749:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:136:180:244:281:396:459:469:481:498:604:1122:1176,安娜,Anna.
790,押铺,zh-cn,verb,/ja˥˥ pʰu˥˩/,ɶu,Bed,93:134:178:230:231:305:359:403:411:429:433:434:466:485:490:492,541:559:561:576:706:745:791:842:866:904:940:1017:1096:1193:1201:1209:1265:1274,165:181:233:249:280:431:435:504:773:1078:1097,押铺,Tempat tidur
791,dealu,ro,noun,/dĕalu/,ɶu,hill,93:134:178:230:231:305:359:403:411:429:433:434:466:485:490:492:790:932,541:559:561:576:706:745:842:904:940:1017:1096:1100:1109:1153:1193:1201:1222:1245:1274,165:181:233:249:280:431:435:504:1078,爬坡道,bukit
792,Diwan,de,noun,/diˈvan/,yɶm,Diwan,27:250:660:765:922,531:555:648:762:777:828:959:1211,41:170:183:219:273:1165,迪湾,Diwan.
793,cărturarii,ro,noun,/kərturarij/,əuɶy,scribes,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1268:1278,104:109:144:263:379:455:682:960:970,划线,Surat tulis
794,女娃儿,zh-cn,noun,/ny˨˩˦ wa˧˥ aɻ˧/,yɶɶ,Female baby,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:888:1102:1228:1266,519:520:530:579:587:588:592:685:714:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,女娃儿,Bayi perempuan
795,nữ phi hành gia,vi,noun,/nɯ˧˩˨ fi˧˥ han˦˨ ja˧˥/,uyɶɶ,female astronauts,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:592:685:714:794:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,女宇航员,astronot wanita
796,canalicular,ro,adjective,/kanalikular/,ɶɶyuɶ,Canalicular,39:47:218:437:499:868:1023,549:591:603:657:884:946:963:971:1025:1144:1160:1185:1272,152:189:1154:1250,漕,Kanalicular.
797,à jour,fr,noun,/aʒuʁ/,ɶub,up to date,201:376:382:414:717:1045:1170,614:661:785:810:862:1039:1279,42:103:153:158:175:190:245:325:713:872:943,最新,Hingga saat ini
798,가간,ko,noun,/ka̠ɡa̠n/,ɶɶm,Gain,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,获得,Mendapatkan
799,aŭtomata,eo,adjective,/automata/,ɶuoɶɶ,Automatic,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128:1145,254:265:786:1031,自动的,Otomatis
800,arrêt-maladie,fr,noun,/aʁɛmaladi/,ɶœɶɶy,sick leave,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:843:899:909:914:923:945:948:952:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,病假,cuti sakit
801,가리다,ko,adjective,/ka̠ɾida̠/,ɶyɶ,blind,223:426:730:858:1072:1074:1179:1227,543:568:626:644:653:680:693:778:804:807:831:833:886:889:890:915:929:1149:1259,23:35:65:116:122:171:173:196:221:242:287:471:506:735,瞎的,buta
802,atún,es,verb,/aˈtun/,ɶum,tuna,28:285:318:329:332:348:372:910:1136:1247,524:551:638:675:761:782:836:860:1009,58:150:169:179:215:225:226:267:346:454:475:901,金枪鱼,tuna
803,أباده,ar,noun,/ʔabaːdahu/,ɶɶɶu,extermination,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:767:863:905:935:944:1013:1064:1205:1233:1254,19:145:573:736:1147,灭绝,pemusnahan
804,förstasida,sv,noun,/²f'œʂʈasiːda/,œɶyɶ,First side,80:126:223:426:730:858:1072:1074:1179:1181:1227,543:554:568:626:644:653:680:693:778:807:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,第一边,Sisi pertama
805,أدريانو,ar,noun,/ʔadriːaːnuː/,ɶyɶu,Adriano,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:724:728:750:815:819:824:847:861:908:961:1084:1159:1190:1217:1239:1280,62:111:185:206:299:424,阿德里亚诺,Adriano.
806,đa nghi như Tào Tháo,vi,noun,/da˧˥ ŋi˧˥ ɲɯ˧˥ taw˦˨ tʰaw˩˧/,ɶyuɶɶ,Multilinguals like Cao Cao,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:645:666:677:696:854:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,多种语言如cao cao,Multilingual seperti Cao Cao
807,abilah,id,noun,/abilah/,ɶyɶ,Abilah,80:126:426:730:858:1072:1074:1179:1181:1227,543:554:568:626:644:653:680:693:778:804:831:833:886:889:890:915:929:1149:1259:1286,23:35:122:171:173:196:221:242:287:471:506:735:801,阿米拉,abilah
808,Martini,is,noun,/mar̥tini/,ɶyy,Martini,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:667:763:811:816:849:855:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,马蒂尼鸡尾酒,Martini
809,accaparâmes,fr,verb,/akapaʁam/,ɶɶɶɶm,grabbing,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:981,529:578:624:634:737:787:818:846:972:973:1003:1004:1029:1262,9:400:460:821:1065,抓住,meraih.
810,Abruf,de,noun,/ˈʔapˌɾuːf/,ɶub,Retrieval,201:376:382:414:717:1045:1170,614:661:785:797:862,42:103:153:158:175:190:245:325:713:872:943,恢复,Retrieval.
811,asasini,ro,noun,/asasinʲ/,ɶɶyy,assassin,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:667:763:808:816:849:850:855:859:918:991,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1070:1242,刺客,pembunuh
812,sinh kí thác quy,vi,noun,/ʂin˧˥ ki˩˧ tʰak˦˥ wi˧˥/,ymyɶy,substrate,106:177:286:321:362:369:875:969:1016:1132,536:542:593:623:662:721:780:788:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,基质,substrat.
813,tilraunadýr,is,adjective,/tʰɪlrœinatiːr/,ʏœyɶy,drastic,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:721:788:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:1012:1104:1105,剧烈,drastis
814,あらいやだ,ja,adjective,/aɾaijada/,ɶɶyɶɶ,Be good,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,530:579:587:588:592:685:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:966:1150,是好的,Menjadi baik
815,１次キャッシュ,ja,noun,/iɕːikjaɕːɯ/,yyɶu,Primary cache,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,主要缓存,Cache primer.
816,드라이기,ko,noun,/tɯɾa̠iɡi/,uɶyy,Dryer,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:808:811:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,烘干机,Pengering
817,cobalah,id,verb,/tʃobalah/,oɶɶ,try,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:1008:1146,562:600:613:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1145,176:228:254:265:643:786:799:1031:1079:1270,尝试,cobalah
818,いらか段,ja,noun,/iɾakadaɴ/,yɶɶɶm,Streak,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:733:737:787:846:972:973:1003:1004:1029,9:400:460:821:1065,条纹,Garis
819,氯化物,zh-cn,noun,/ly˥˩ xwa˥˩ u˥˩/,yɶu,chloride,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:997,522:527:528:534:557:616:679:724:728:750:805:815:824:847:861:908:961:1084:1159:1190:1217:1225:1239,62:111:185:206:299:424,氯化物,khlorida
820,bobina,ro,noun,/bobina/,oyɶ,coil,117:211:277:957:1037:1112:1113,586:605:688:769:848:857:870:994:1011:1083:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:1027:1141,线圈,gulungan
821,a la hán,vi,adjective,/a˧˥ la˧˥ haŋ˩˧/,ɶɶɶm,a solar,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:737:787:818:972:973:1003:1004:1029:1262,9:400:460:1065,太阳能,Solar.
822,Júlía,is,noun,/juːlija/,uyɶ,Juliet,20:67:119:200:300:324:328:364:410:495:700:1121:1140,602:620:642:722:732:744:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,朱丽叶,Juliet
823,aeronava,ro,noun,/aeronava/,ɶøoɶɶ,The aircraft,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:655:670:691:692:695:719:752:776:838:883:926:958:1001:1128:1145,176:228:254:265:643:799:1031:1079:1270,飞机,Pesawat terbang
824,beliau,id,noun,/bəliau/,əyɶu,he,7:31:64:74:138:192:258:371:415:425:440:457:465:895:997,522:527:528:534:557:616:679:724:750:805:815:819:847:861:908:961:1084:1159:1190:1217:1225:1280,62:185:424,他,beliau
825,abrían,es,verb,/aˈβɾian/,ɶyɶm,Open,344:399:430:444:468:509:976:1048:1171,729:878:965:985:989:1081:1115:1139,13:115:404:427:606:636:1020:1067:1075,打开,Buka
826,agrafi,eo,verb,/agrafi/,ɶɶy,to get up,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:1056:1168:1172:1199:1200:1204,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476,起床,untuk naik
827,弹无虚发,zh-cn,noun,/tan˥˩ u˧˥ ɕy˥˥ fa˥˥/,ɶuyɶ,Unable hair,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:642:722:732:744:822:829:881:907:955:983:1002:1034:1077:1111:1158:1175,108:151:271:349:413:516:953:1284,弹无虚发,Tidak bisa rambut
828,bihang,sv,noun,/²b'iːhaŋː/,yɶm,appendage,27:250:660:765:922,531:552:555:648:762:777:792:959:1211,41:170:183:219:273:1165,附属物,tambahan
829,nữ y tá,vi,noun,/nɯ˧˩˨ i˧˥ ta˩˧/,uyɶ,nurse,20:67:119:200:300:324:328:364:410:495:1121:1123:1140,602:620:642:722:732:744:822:827:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,护士,perawat
830,adakala,id,noun,/adakala/,ɶɶɶɶ,Occupation,2:8:12:88:97:101:118:130:149:154:157:186:229:240:276:291:293:331:397:684:702:891:1069:1194:1253,564:571:609:633:690:716:727:731:742:755:779:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1213,26:44:69:114:142:204:235:322:374:556:835,职业,adakala
831,anrika,sv,noun,/²'anːriːka/,ɶyɶ,enrich,80:126:223:426:730:858:1072:1074:1179:1181:1227,543:554:568:626:644:653:680:693:778:807:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,丰富,memperkaya
832,cramoisi,fr,noun,/kʁamwazi/,bɶɶy,crimson,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:843:899:909:914:923:945:948:952:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,赤红,merah tua
833,tillrättavisa,sv,noun,/²tɪlr'ɛtːaviːsa/,ʏœɶyɶ,reprimand,80:126:223:426:730:858:1072:1074:1179:1181:1227,543:554:568:626:644:653:680:693:778:807:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,惩戒,teguran
834,哈哈儿,zh-cn,noun,/xa˥˥ xa˧ aɻ˧/,ɶɶɶ,Haha,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:742:755:760:779:830:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,哈哈儿,Ha ha
835,afmarkaða,is,adjective,/avmar̥kaða/,ɶbɶɶɶ,restrictive,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:755:760:779:830:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556,限制性,bersifat membatasi
836,آرون,ar,noun,/aːruːn/,ɶum,Aaron,28:285:318:329:332:348:372:802:910:1136:1247,524:551:638:675:761:782:860:1009:1214,58:150:169:179:215:225:226:267:346:454:475:901,亚伦,Aaron.
837,가가하다,ko,noun,/ˈka̠ːɡa̠ɦa̠da̠/,ɶɶɶɶ,Gaga,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,加格,Gaga.
838,Ｏ型,ja,noun,/oːgata/,oɶɶ,O type,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:613:641:655:670:692:695:719:776:823:926:958:1001:1128:1145,176:228:254:265:643:786:799:1079:1270,o类型,O Tipe.
839,あま噛み,ja,verb,/amakami/,ɶɶɶy,Bite,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,咬,Gigitan
840,cân đai áo mão,vi,noun,/kɤ̆ŋ˧˥ daj˧˥ aw˩˧ maw˧˩˨/,omɶɶɶ,Scales,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:755:760:779:830:834:837:874:885:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,秤,Timbangan
841,آتزر,ar,verb,/aːtazir/,ɶɶy,wear,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:869,521:545:547:637:650:658:672:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,穿,memakai
842,ガール,ja,noun,/gaːɾɯ/,ɶu,Girl,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,女孩,Gadis
843,가냐귀,ko,noun,/ka̠ɲja̠ɡɥi/,ɶɶy,Canyard,40:76:78:83:85:184:197:208:222:239:266:337:441:443:656:781:826:839:841:869,521:545:547:637:650:672:698:726:800:832:899:909:914:923:948:952:964:977:987:1056:1168:1172:1199:1200:1238,14:30:60:113:135:137:214:220:297:315:319:356:367:476:676,帆布,Pasang.
844,batí,es,noun,/baˈti/,ɶy,bati,139:143:282:283:284:309:313:417:419:436:461:484:510:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:751:756:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1260,96:166:232:312:387:450:488:517:999:1101,蝙蝠,BATI.
845,可比,zh-cn,verb,/kʰɤ˨˩˦ pi˨˩˦/,oy,comparable,132:147:164:311:345:479:480:496:507:759:979:1192:1207,617:758:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,可比,sebanding
846,ăn cám trả vàng,vi,noun,/ăŋ˧˥ kam˩˧ ʈa˧˩˨ jaŋ˦˨/,mɶɶɶm,eat gold,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:737:787:818:972:973:1003:1004:1029:1262,9:400:460:1065,吃黄金,makan emas
847,hồng y giáo chủ,vi,noun,/hoŋ͡m˦˨ i˧˥ jaw˩˧ cu˧˩˨/,omyɶu,cardinal,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:724:728:750:805:815:819:824:861:908:961:1084:1159:1190:1217:1225:1239:1280,62:111:185:206:299:424,红衣主教,kardinal
848,고기다,ko,noun,/ko̞ɡida̠/,oyɶ,Meat,957:1037:1113,605:673:688:769:820:857:870:994:1011:1083:1151:1264:1273,56:156:203:236:257:295:375:407:663:784:1027:1141,肉,Daging
849,dĩ hoà vi quí,vi,noun,/ji˧˩˨ hwa˦˨ ji˧˥ wi˩˧/,yɶyy,Di Hien Quarter,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:667:763:808:811:816:850:855:859:918:927:931:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,迪文四分之一,Di Hien Quarter.
850,Swahili,is,noun,/svahiːli/,bɶyy,Swahili,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:667:763:811:816:849:855:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,斯瓦希里语,Swahili.
851,Utility,de,noun,/ˈʔuːtility/,uyyy,Utility,51:61:224:238:260:355:360:1089,599:610:668:678:686:853:900:920:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,公用事业,Utilitas
852,diperbaiki,id,adjective,/dipərbaiki/,yəɶyy,Repaired,15:21:50:159:182:194:292:674:681:764:919:1087:1108,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:1021:1070:1242,修好了,diperbaiki
853,akuisisi,id,noun,/akuisisi/,ɶuyyy,Acquisition,51:224:238:260:355:360:1089,599:610:668:686:851:877:900:920:921:947:1007:1010:1032:1033:1082:1090:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,获得,akuisisi
854,débroussailla,fr,noun,/debʁusaja/,øbuɶɶ,brush,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:666:677:696:806:893:1024:1028:1055:1073:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,刷子,sikat
855,下地狱,zh-cn,noun,/ɕja˥˩ ti˥˩ y˥˩/,ɶyy,Hell,15:21:50:125:159:182:194:212:292:320:681:919:1087:1108:1120,526:639:640:667:763:808:811:816:849:850:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070,下地狱,Neraka
856,가들막이,ko,noun,/ka̠dɯɭma̠ɡi/,ɶuɶy,Autumnal,45:94:110:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:939:990:1041:1044:1066:1071:1198:1268,104:109:144:263:379:455:682:960:970,秋季,Musim gugur
857,fobia,id,noun,/fobia/,oyɶ,Fobia,117:211:277:957:1037:1112:1113,586:605:673:820:848:870:994:1011:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,福田,fobia
858,abría,es,verb,/aˈβɾia/,ɶyɶ,opened,80:126:223:426:730:1074:1181:1227,543:554:568:626:644:653:680:693:778:804:807:831:833:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,打开,dibuka
859,svínaríi,is,noun,/sviːnariji/,byɶyy,pork,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:667:763:811:816:849:855:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,猪肉,Babi
860,アースン,ja,noun,/aːsɯɴ/,ɶum,Sprout,28:285:318:329:332:348:372:802:910:1136:1247,524:551:638:675:761:782:836:1009:1214,58:150:169:179:215:225:226:267:346:454:475:901,发芽,Tumbuh
861,가리나무,ko,noun,/ka̠ɾina̠mu/,ɶyɶu,Piracle,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:724:728:805:815:819:824:847:908:961:1084:1190:1225:1239:1280,62:111:185:206:299:424,奇迹,Piracle.
862,áo ngự,vi,noun,/aw˩˧ ŋɯ˨ˀ˩ʔ/,ɶub,dunge,201:376:382:414:717:1045:1170,614:661:785:797:810:1039:1279,42:103:153:158:175:190:245:325:713:872:943,地址,DUNGE.
863,abajur,ro,noun,/abaʒur/,ɶɶu,lampshade,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:767:803:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573:736:1147,灯罩,kap lampu
864,arcaș,ro,noun,/arkaʃ/,ɶɶ,archer,133:306:341:342:358:445:448:478:482:486:489:501:503:505:514:715,546:566:584:607:618:627:749:789:1099:1180:1195:1203:1229:1248:1257:1263:1275:1283,100:136:180:244:281:396:459:469:481:498:604:1176,射手,pemanah
865,acaju,ro,verb,/akaʒu/,ɶɶu,cashew,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:767:803:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573:736:1147,腰果,Meque.
866,abur,ro,noun,/abur/,ɶu,steam,93:134:178:230:231:305:359:403:411:429:433:434:466:485:490:492:790:932,541:559:561:576:706:745:842:904:940:1017:1096:1100:1109:1153:1193:1201:1222:1245:1274,165:181:233:249:280:431:435:504:1078,蒸汽,uap
867,adidaya,id,noun,/adidaja/,ɶyɶɶ,superb,49:84:90:92:174:210:262:294:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:587:592:685:714:794:795:924:949:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:205:366:392:394:687:814:966:1131:1150,高超,adidaya
868,bifoga,sv,verb,/²b'iːfuːga/,yuɶ,attach,39:47:218:437:499:1023,549:591:603:657:699:884:946:963:971:1025:1103:1144:1160:1185:1272,152:189:796:1154:1250,附,melampirkan
869,contrabatí,es,verb,/kontɾaβaˈti/,omɶɶy,contrabati,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:841,521:545:547:637:650:658:672:698:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,违反者,contrabati.
